copy_id,book_id
602,107
603,108
604,108
605,108
606,108
607,108
608,109
609,109
610,109
611,109
612,109
613,109
614,109
615,110
616,110
617,110
618,110
619,110
620,110
621,111
622,111
623,111
624,111
625,111
626,112
627,112
628,112
629,112
630,112
631,113
632,113
633,113
634,113
635,113
636,113
637,113
638,113
639,113
640,113
641,114
642,114
643,114
644,114
645,114
646,115
647,115
648,116
649,116
650,117
651,117
652,117
653,117
654,117
655,118
656,118
657,118
658,118
659,118
660,118
661,118
662,118
663,119
664,119
665,120
666,120
667,120
668,120
669,120
670,120
671,120
672,120
673,120
674,121
675,121
676,121
677,122
678,122
679,122
680,122
681,123
682,124
683,124
684,124
685,124
686,124
687,124
688,124
689,124
690,125
691,125
692,125
693,125
694,125
695,125
696,126
697,126
698,126
699,126
700,127
701,127
702,127
703,127
704,127
705,127
706,127
707,128
708,128
709,128
710,129
711,129
712,129
713,130
714,130
715,130
716,130
717,130
718,130
719,130
720,131
721,131
722,131
723,131
724,131
725,132
726,132
727,132
728,133
729,133
730,133
731,133
732,133
733,133
734,133
735,134
736,134
737,134
738,134
739,134
740,134
741,135
742,135
743,135
744,135
745,135
746,135
747,135
748,135
749,136
750,136
751,136
752,136
753,136
754,136
755,136
756,137
757,137
758,138
759,139
760,139
761,139
762,139
763,139
764,140
765,140
766,140
767,141
768,142
769,142
770,142
771,142
772,142
773,142
774,142
775,142
776,142
777,143
778,143
779,143
780,143
781,143
782,143
783,144
784,145
785,145
786,145
787,145
788,146
789,146
790,146
791,146
792,146
793,146
794,146
795,147
796,148
797,148
798,148
799,148
800,148
801,149
802,149
803,149
804,150
805,151
806,151
807,152
808,152
809,153
810,153
811,153
812,153
813,153
814,153
815,153
816,153
817,153
818,153
819,154
820,154
821,154
822,154
823,154
824,154
825,154
826,154
827,155
828,155
829,155
830,155
831,156
832,156
833,156
834,156
835,156
836,157
837,157
838,157
839,157
840,157
841,157
842,157
843,157
844,157
845,157
846,158
847,159
848,159
849,159
850,159
851,159
852,159
853,159
854,160
855,160
856,160
857,160
858,160
859,160
860,160
861,160
862,160
863,160
864,161
865,161
866,161
867,162
868,163
869,163
870,164
871,165
872,165
873,165
874,165
875,165
876,165
877,165
878,165
879,165
880,165
881,166
882,166
883,166
884,166
885,166
886,166
887,166
888,166
889,167
890,167
891,167
892,168
893,168
894,168
895,168
896,168
897,168
898,168
899,168
900,169
901,170
902,170
903,170
904,170
905,170
906,170
907,171
908,171
909,171
910,171
911,172
912,172
913,172
914,172
915,172
916,172
917,173
918,173
919,173
920,173
921,173
922,174
923,174
924,174
925,174
926,174
927,175
928,175
929,175
930,175
931,175
932,175
933,176
934,176
935,176
936,176
937,176
938,176
939,176
940,176
941,177
942,177
943,178
944,178
945,178
946,178
947,178
948,178
949,179
950,179
951,179
952,179
953,179
954,180
955,180
956,180
957,180
958,180
959,180
960,180
961,180
962,180
963,181
964,181
965,181
966,181
967,181
968,182
969,183
970,183
971,183
972,183
973,183
974,183
975,183
976,183
977,184
978,184
979,184
980,184
981,184
982,184
983,184
984,185
985,185
986,185
987,185
988,185
989,186
990,187
991,187
992,187
993,188
994,188
995,188
996,188
997,188
998,188
999,188
1000,188
1001,189
1002,189
1003,189
1004,189
1005,189
1006,189
1007,189
1008,190
1009,190
1010,190
1011,190
1012,191
1013,191
1014,191
1015,191
1016,191
1017,191
1018,191
1019,191
1020,191
1021,191
1022,192
1023,192
1024,192
1025,192
1026,192
1027,192
1028,192
1029,193
1030,193
1031,193
1032,194
1033,194
1034,194
1035,194
1036,194
1037,194
1038,195
1039,195
1040,195
1041,195
1042,196
1043,196
1044,197
1045,197
1046,197
1047,198
1048,198
1049,198
1050,198
1051,198
1052,198
1053,199
1054,199
1055,199
1056,199
1057,199
1058,199
1059,199
1060,199
1061,199
1062,199
1063,200
1064,200
1065,200
1066,200
1067,200
1068,200
1069,200
1070,200
1071,200
1072,200
1073,201
1074,201
1075,201
1076,201
1077,201
1078,201
1079,202
1080,202
1081,202
1082,203
1083,203
1084,203
1085,203
1086,204
1087,204
1088,204
1089,204
1090,204
1091,204
1092,204
1093,205
1094,205
1095,205
1096,205
1097,205
1098,206
1099,206
1100,206
1101,207
1102,207
1103,207
1104,207
1105,208
1106,208
1107,208
1108,208
1109,208
1110,208
1111,208
1112,208
1113,208
1114,208
1115,209
1116,209
1117,209
1118,209
1119,209
1120,209
1121,209
1122,209
1123,209
1124,209
1125,210
1126,211
1127,211
1128,211
1129,211
1130,211
1131,211
1132,211
1133,211
1134,212
1135,212
1136,212
1137,212
1138,212
1139,212
1140,212
1141,212
1142,212
1143,212
1144,213
1145,213
1146,213
1147,213
1148,213
1149,213
1150,213
1151,214
1152,215
1153,216
1154,216
1155,217
1156,217
1157,217
1158,218
1159,218
1160,218
1161,218
1162,218
1163,218
1164,218
1165,219
1166,219
1167,219
1168,219
1169,219
1170,219
1171,219
1172,220
1173,220
1174,220
1175,220
1176,220
1177,220
1178,220
1179,220
1180,221
1181,222
1182,222
1183,222
1184,222
1185,222
1186,222
1187,222
1188,222
1189,223
1190,223
1191,223
1192,223
1193,223
1194,223
1195,223
1196,223
1197,224
1198,224
1199,224
1200,224
1201,224
1202,225
1203,225
1204,226
1205,226
1206,226
1207,226
1208,227
1209,227
1210,227
1211,227
1212,227
1213,227
1214,227
1215,227
1216,228
1217,228
1218,228
1219,228
1220,228
1221,228
1222,229
1223,229
1224,229
1225,230
1226,230
1227,230
1228,230
1229,230
1230,231
1231,231
1232,231
1233,232
1234,232
1235,232
1236,233
1237,233
1238,233
1239,233
1240,233
1241,233
1242,233
1243,233
1244,233
1245,233
1246,234
1247,234
1248,234
1249,234
1250,234
1251,235
1252,235
1253,235
1254,235
1255,235
1256,235
1257,236
1258,236
1259,236
1260,236
1261,236
1262,236
1263,237
1264,237
1265,238
1266,238
1267,238
1268,238
1269,238
1270,239
1271,239
1272,239
1273,239
1274,240
1275,240
1276,240
1277,240
1278,240
1279,241
1280,241
1281,241
1282,241
1283,241
1284,241
1285,241
1286,242
1287,242
1288,242
1289,242
1290,242
1291,242
1292,242
1293,242
1294,243
1295,243
1296,243
1297,243
1298,243
1299,243
1300,243
1301,244
1302,244
1303,244
1304,244
1305,244
1306,244
1307,244
1308,244
1309,244
1310,245
1311,245
1312,245
1313,245
1314,245
1315,245
1316,246
1317,246
1318,246
1319,247
1320,247
1321,247
1322,247
1323,247
1324,247
1325,247
1326,247
1327,247
1328,247
1329,248
1330,248
1331,248
1332,249
1333,249
1334,249
1335,250
1336,250
1337,250
1338,250
1339,250
1340,250
1341,250
1342,250
1343,250
1344,250
1345,251
1346,251
1347,251
1348,251
1349,251
1350,252
1351,252
1352,253
1353,253
1354,253
1355,253
1356,253
1357,253
1358,253
1359,254
1360,254
1361,254
1362,254
1363,254
1364,254
1365,254
1366,255
1367,255
1368,255
1369,255
1370,256
1371,256
1372,256
1373,256
1374,256
1375,256
1376,257
1377,257
1378,257
1379,257
1380,257
1381,257
1382,257
1383,257
1384,257
1385,258
1386,258
1387,258
1388,258
1389,258
1390,258
1391,258
1392,258
1393,258
1394,258
1395,259
1396,259
1397,260
1398,261
1399,261
1400,262
1401,262
1402,262
1403,262
1404,262
1405,262
1406,262
1407,262
1408,263
1409,263
1410,263
1411,263
1412,263
1413,263
1414,263
1415,263
1416,264
1417,264
1418,265
1419,265
1420,265
1421,265
1422,265
1423,265
1424,265
1425,265
1426,265
1427,265
1428,266
1429,266
1430,266
1431,266
1432,266
1433,267
1434,267
1435,267
1436,267
1437,267
1438,267
1439,267
1440,267
1441,268
1442,268
1443,268
1444,268
1445,268
1446,268
1447,268
1448,268
1449,268
1450,268
1451,269
1452,269
1453,269
1454,269
1455,270
1456,271
1457,272
1458,272
1459,272
1460,272
1461,272
1462,272
1463,272
1464,272
1465,272
1466,272
1467,273
1468,273
1469,273
1470,273
1471,273
1472,273
1473,273
1474,273
1475,273
1476,273
1477,274
1478,274
1479,274
1480,274
1481,274
1482,274
1483,275
1484,275
1485,275
1486,275
1487,275
1488,276
1489,276
1490,276
1491,276
1492,276
1493,276
1494,276
1495,276
1496,276
1497,277
1498,277
1499,277
1500,277
1501,278
1502,278
1503,278
1504,278
1505,278
1506,278
1507,278
1508,278
1509,279
1510,279
1511,279
1512,279
1513,279
1514,279
1515,279
1516,279
1517,279
1518,279
1519,280
1520,280
1521,280
1522,280
1523,280
1524,280
1525,280
1526,280
1527,280
1528,280
1529,281
1530,281
1531,281
1532,281
1533,281
1534,281
1535,281
1536,281
1537,282
1538,282
1539,282
1540,282
1541,282
1542,282
1543,282
1544,283
1545,283
1546,283
1547,283
1548,283
1549,283
1550,283
1551,283
1552,284
1553,284
1554,284
1555,284
1556,284
1557,285
1558,286
1559,286
1560,287
1561,287
1562,287
1563,287
1564,287
1565,287
1566,287
1567,287
1568,287
1569,287
1570,288
1571,288
1572,288
1573,288
1574,289
1575,290
1576,290
1577,290
1578,290
1579,290
1580,290
1581,291
1582,291
1583,291
1584,291
1585,291
1586,291
1587,291
1588,291
1589,291
1590,292
1591,292
1592,292
1593,292
1594,292
1595,292
1596,292
1597,293
1598,293
1599,294
1600,294
1601,294
1602,294
1603,294
1604,294
1605,294
1606,294
1607,295
1608,295
1609,295
1610,295
1611,295
1612,295
1613,296
1614,296
1615,296
1616,296
1617,297
1618,297
1619,297
1620,297
1621,297
1622,298
1623,298
1624,298
1625,298
1626,299
1627,300
1628,300
1629,300
1630,300
1631,300
1632,300
1633,300
1634,300
1635,300
1636,301
1637,301
1638,301
1639,301
1640,301
1641,301
1642,301
1643,301
1644,301
1645,302
1646,302
1647,303
1648,303
1649,303
1650,303
1651,303
1652,303
1653,303
1654,304
1655,304
1656,304
1657,304
1658,305
1659,305
1660,305
1661,305
1662,305
1663,305
1664,305
1665,305
1666,306
1667,306
1668,306
1669,306
1670,306
1671,307
1672,307
1673,307
1674,307
1675,308
1676,308
1677,308
1678,308
1679,308
1680,309
1681,309
1682,309
1683,309
1684,309
1685,309
1686,310
1687,310
1688,310
1689,310
1690,310
1691,310
1692,310
1693,310
1694,310
1695,310
1696,311
1697,311
1698,311
1699,311
1700,311
1701,312
1702,312
1703,312
1704,312
1705,312
1706,312
1707,312
1708,312
1709,313
1710,313
1711,313
1712,313
1713,313
1714,314
1715,314
1716,315
1717,315
1718,316
1719,316
1720,316
1721,316
1722,316
1723,316
1724,316
1725,316
1726,316
1727,317
1728,317
1729,317
1730,317
1731,317
1732,318
1733,318
1734,318
1735,318
1736,318
1737,318
1738,318
1739,318
1740,318
1741,318
1742,319
1743,319
1744,319
1745,319
1746,319
1747,319
1748,319
1749,319
1750,319
1751,320
1752,320
1753,320
1754,320
1755,320
1756,320
1757,320
1758,320
1759,320
1760,321
1761,321
1762,322
1763,322
1764,322
1765,322
1766,323
1767,323
1768,323
1769,323
1770,323
1771,324
1772,324
1773,325
1774,325
1775,325
1776,325
1777,325
1778,325
1779,325
1780,325
1781,325
1782,325
1783,326
1784,326
1785,326
1786,326
1787,326
1788,326
1789,327
1790,327
1791,327
1792,327
1793,328
1794,328
1795,328
1796,328
1797,329
1798,329
1799,329
1800,329
1801,329
1802,330
1803,330
1804,330
1805,330
1806,330
1807,330
1808,330
1809,330
1810,331
1811,331
1812,331
1813,331
1814,332
1815,332
1816,332
1817,332
1818,332
1819,332
1820,332
1821,332
1822,332
1823,332
1824,333
1825,333
1826,333
1827,333
1828,333
1829,333
1830,333
1831,333
1832,333
1833,333
1834,334
1835,334
1836,334
1837,335
1838,335
1839,335
1840,335
1841,335
1842,335
1843,335
1844,335
1845,335
1846,335
1847,336
1848,336
1849,336
1850,336
1851,336
1852,336
1853,337
1854,337
1855,337
1856,337
1857,338
1858,338
1859,338
1860,338
1861,338
1862,338
1863,339
1864,339
1865,339
1866,339
1867,339
1868,339
1869,340
1870,340
1871,340
1872,341
1873,341
1874,341
1875,341
1876,341
1877,341
1878,341
1879,341
1880,341
1881,342
1882,343
1883,343
1884,343
1885,344
1886,344
1887,344
1888,344
1889,345
1890,345
1891,345
1892,345
1893,345
1894,345
1895,346
1896,346
1897,346
1898,346
1899,346
1900,346
1901,346
1902,347
1903,348
1904,348
1905,348
1906,348
1907,348
1908,349
1909,349
1910,349
1911,349
1912,349
1913,349
1914,349
1915,349
1916,350
1917,350
1918,350
1919,350
1920,350
1921,351
1922,351
1923,351
1924,352
1925,352
1926,352
1927,352
1928,352
1929,352
1930,352
1931,353
1932,353
1933,353
1934,353
1935,353
1936,353
1937,354
1938,354
1939,354
1940,354
1941,355
1942,355
1943,356
1944,357
1945,358
1946,358
1947,358
1948,358
1949,358
1950,358
1951,358
1952,358
1953,359
1954,360
1955,360
1956,360
1957,360
1958,360
1959,360
1960,360
1961,360
1962,360
1963,360
1964,361
1965,362
1966,362
1967,362
1968,363
1969,363
1970,363
1971,363
1972,363
1973,363
1974,363
1975,364
1976,365
1977,365
1978,365
1979,366
1980,366
1981,366
1982,367
1983,367
1984,367
1985,367
1986,367
1987,367
1988,368
1989,368
1990,368
1991,368
1992,368
1993,368
1994,368
1995,368
1996,368
1997,369
1998,369
1999,369
2000,369
2001,370
2002,370
2003,370
2004,370
2005,370
2006,370
2007,370
2008,370
2009,370
2010,370
2011,371
2012,371
2013,371
2014,372
2015,372
2016,372
2017,372
2018,372
2019,372
2020,372
2021,373
2022,374
2023,374
2024,374
2025,374
2026,374
2027,374
2028,374
2029,374
2030,374
2031,374
2032,375
2033,375
2034,375
2035,375
2036,375
2037,376
2038,376
2039,376
2040,376
2041,376
2042,376
2043,376
2044,377
2045,377
2046,377
2047,377
2048,377
2049,377
2050,378
2051,378
2052,378
2053,379
2054,379
2055,380
2056,380
2057,380
2058,380
2059,380
2060,380
2061,380
2062,380
2063,380
2064,381
2065,381
2066,381
2067,382
2068,382
2069,382
2070,382
2071,382
2072,383
2073,383
2074,383
2075,383
2076,383
2077,383
2078,383
2079,383
2080,383
2081,383
2082,384
2083,384
2084,384
2085,384
2086,384
2087,384
2088,385
2089,385
2090,385
2091,386
2092,386
2093,386
2094,387
2095,387
2096,387
2097,387
2098,387
2099,387
2100,387
2101,387
2102,388
2103,388
2104,388
2105,388
2106,389
2107,389
2108,390
2109,390
2110,391
2111,391
2112,391
2113,391
2114,391
2115,391
2116,392
2117,392
2118,392
2119,392
2120,392
2121,393
2122,393
2123,393
2124,393
2125,393
2126,393
2127,393
2128,393
2129,393
2130,393
2131,394
2132,394
2133,394
2134,394
2135,395
2136,396
2137,396
2138,396
2139,396
2140,396
2141,397
2142,397
2143,397
2144,397
2145,397
2146,397
2147,398
2148,398
2149,399
2150,400
2151,400
2152,400
2153,400
2154,400
2155,401
2156,401
2157,401
2158,401
2159,401
2160,401
2161,401
2162,401
2163,402
2164,402
2165,402
2166,402
2167,402
2168,403
2169,403
2170,403
2171,403
2172,403
2173,403
2174,403
2175,403
2176,403
2177,404
2178,405
2179,405
2180,405
2181,405
2182,405
2183,405
2184,405
2185,405
2186,405
2187,405
2188,406
2189,406
2190,407
2191,407
2192,407
2193,407
2194,407
2195,407
2196,407
2197,407
2198,407
2199,408
2200,408
2201,408
2202,408
2203,408
2204,408
2205,408
2206,408
2207,408
2208,409
2209,409
2210,409
2211,409
2212,409
2213,409
2214,409
2215,409
2216,410
2217,410
2218,410
2219,410
2220,410
2221,410
2222,410
2223,411
2224,411
2225,411
2226,411
2227,411
2228,411
2229,411
2230,411
2231,411
2232,412
2233,412
2234,412
2235,412
2236,412
2237,412
2238,412
2239,413
2240,413
2241,413
2242,413
2243,413
2244,413
2245,413
2246,413
2247,413
2248,414
2249,414
2250,414
2251,414
2252,414
2253,415
2254,415
2255,415
2256,415
2257,415
2258,415
2259,416
2260,416
2261,416
2262,416
2263,416
2264,416
2265,417
2266,417
2267,417
2268,417
2269,418
2270,418
2271,419
2272,419
2273,419
2274,420
2275,420
2276,420
2277,420
2278,421
2279,421
2280,422
2281,422
2282,422
2283,422
2284,422
2285,422
2286,422
2287,422
2288,423
2289,423
2290,423
2291,423
2292,423
2293,423
2294,423
2295,423
2296,423
2297,423
2298,424
2299,424
2300,424
2301,424
2302,424
2303,424
2304,425
2305,425
2306,425
2307,425
2308,425
2309,425
2310,425
2311,425
2312,426
2313,426
2314,426
2315,426
2316,426
2317,426
2318,426
2319,427
2320,427
2321,427
2322,427
2323,427
2324,428
2325,428
2326,428
2327,428
2328,428
2329,429
2330,429
2331,429
2332,429
2333,430
2334,430
2335,430
2336,430
2337,430
2338,431
2339,431
2340,432
2341,433
2342,433
2343,434
2344,434
2345,434
2346,434
2347,434
2348,435
2349,435
2350,435
2351,435
2352,435
2353,435
2354,435
2355,435
2356,435
2357,435
2358,436
2359,436
2360,436
2361,436
2362,436
2363,436
2364,436
2365,436
2366,436
2367,437
2368,437
2369,437
2370,437
2371,438
2372,438
2373,438
2374,439
2375,440
2376,440
2377,440
2378,440
2379,440
2380,440
2381,440
2382,440
2383,440
2384,441
2385,441
2386,441
2387,441
2388,442
2389,442
2390,442
2391,443
2392,443
2393,443
2394,444
2395,444
2396,444
2397,444
2398,444
2399,445
2400,445
2401,445
2402,445
2403,445
2404,445
2405,445
2406,446
2407,446
2408,446
2409,446
2410,446
2411,446
2412,446
2413,446
2414,447
2415,447
2416,447
2417,448
2418,448
2419,448
2420,448
2421,448
2422,448
2423,448
2424,448
2425,449
2426,449
2427,449
2428,449
2429,449
2430,449
2431,450
2432,450
2433,450
2434,450
2435,450
2436,450
2437,450
2438,450
2439,451
2440,451
2441,451
2442,451
2443,451
2444,451
2445,451
2446,451
2447,451
2448,452
2449,452
2450,452
2451,452
2452,452
2453,452
2454,452
2455,452
2456,452
2457,453
2458,453
2459,453
2460,453
2461,453
2462,453
2463,453
2464,453
2465,453
2466,453
2467,454
2468,454
2469,454
2470,454
2471,454
2472,454
2473,454
2474,455
2475,455
2476,455
2477,455
2478,455
2479,456
2480,456
2481,456
2482,456
2483,456
2484,456
2485,456
2486,456
2487,457
2488,457
2489,457
2490,458
2491,458
2492,458
2493,458
2494,458
2495,458
2496,459
2497,459
2498,459
2499,459
2500,460
2501,461
2502,461
2503,461
2504,461
2505,461
2506,461
2507,461
2508,461
2509,462
2510,462
2511,462
2512,462
2513,462
2514,462
2515,462
2516,462
2517,462
2518,462
2519,463
2520,464
2521,464
2522,464
2523,464
2524,464
2525,464
2526,464
2527,464
2528,465
2529,465
2530,465
2531,465
2532,466
2533,466
2534,467
2535,467
2536,467
2537,467
2538,467
2539,468
2540,468
2541,468
2542,469
2543,469
2544,469
2545,469
2546,469
2547,469
2548,469
2549,469
2550,469
2551,470
2552,470
2553,470
2554,471
2555,471
2556,471
2557,471
2558,471
2559,471
2560,471
2561,471
2562,471
2563,471
2564,472
2565,472
2566,472
2567,472
2568,472
2569,472
2570,473
2571,473
2572,473
2573,473
2574,474
2575,474
2576,474
2577,474
2578,475
2579,475
2580,475
2581,475
2582,475
2583,475
2584,475
2585,476
2586,476
2587,476
2588,476
2589,476
2590,476
2591,476
2592,477
2593,477
2594,477
2595,477
2596,478
2597,478
2598,478
2599,478
2600,478
2601,478
2602,479
2603,479
2604,480
2605,480
2606,480
2607,480
2608,480
2609,480
2610,480
2611,480
2612,480
2613,480
2614,481
2615,481
2616,481
2617,481
2618,481
2619,481
2620,481
2621,481
2622,482
2623,483
2624,483
2625,483
2626,483
2627,483
2628,483
2629,483
2630,484
2631,484
2632,484
2633,484
2634,484
2635,484
2636,484
2637,484
2638,485
2639,485
2640,485
2641,485
2642,485
2643,486
2644,486
2645,486
2646,486
2647,486
2648,486
2649,486
2650,486
2651,486
2652,487
2653,487
2654,487
2655,487
2656,487
2657,487
2658,487
2659,487
2660,488
2661,488
2662,489
2663,489
2664,489
2665,489
2666,490
2667,490
2668,490
2669,490
2670,490
2671,490
2672,490
2673,490
2674,490
2675,491
2676,491
2677,491
2678,492
2679,492
2680,492
2681,492
2682,492
2683,493
2684,493
2685,493
2686,493
2687,493
2688,493
2689,493
2690,493
2691,493
2692,494
2693,495
2694,495
2695,495
2696,495
2697,495
2698,495
2699,495
2700,496
2701,496
2702,496
2703,496
2704,496
2705,496
2706,496
2707,496
2708,497
2709,497
2710,497
2711,497
2712,497
2713,497
2714,497
2715,497
2716,497
2717,497
2718,498
2719,498
2720,498
2721,498
2722,498
2723,498
2724,498
2725,498
2726,498
2727,499
2728,499
2729,499
2730,499
2731,499
2732,499
2733,499
2734,500
2735,500
2736,500
2737,500
2738,500
2739,500
2740,501
2741,501
2742,502
2743,503
2744,504
2745,504
2746,504
2747,504
2748,504
2749,504
2750,505
2751,505
2752,505
2753,506
2754,506
2755,506
2756,506
2757,506
2758,506
2759,507
2760,507
2761,507
2762,507
2763,507
2764,507
2765,507
2766,508
2767,508
2768,508
2769,508
2770,508
2771,509
2772,509
2773,509
2774,509
2775,509
2776,510
2777,511
2778,511
2779,512
2780,512
2781,513
2782,513
2783,513
2784,513
2785,513
2786,513
2787,513
2788,513
2789,514
2790,514
2791,514
2792,514
2793,514
2794,514
2795,514
2796,514
2797,515
2798,515
2799,515
2800,515
2801,515
2802,516
2803,516
2804,516
2805,516
2806,516
2807,516
2808,516
2809,516
2810,517
2811,517
2812,517
2813,517
2814,517
2815,517
2816,517
2817,517
2818,517
2819,518
2820,518
2821,519
2822,520
2823,520
2824,520
2825,520
2826,521
2827,521
2828,521
2829,521
2830,521
2831,521
2832,521
2833,521
2834,521
2835,522
2836,522
2837,522
2838,522
2839,522
2840,522
2841,522
2842,522
2843,522
2844,523
2845,523
2846,523
2847,524
2848,524
2849,524
2850,524
2851,525
2852,525
2853,525
2854,525
2855,525
2856,525
2857,525
2858,525
2859,525
2860,526
2861,526
2862,526
2863,527
2864,527
2865,527
2866,527
2867,527
2868,527
2869,527
2870,528
2871,528
2872,528
2873,528
2874,528
2875,528
2876,529
2877,530
2878,530
2879,530
2880,530
2881,530
2882,530
2883,531
2884,531
2885,531
2886,531
2887,531
2888,532
2889,532
2890,532
2891,532
2892,532
2893,532
2894,532
2895,532
2896,532
2897,532
2898,533
2899,533
2900,533
2901,533
2902,533
2903,533
2904,533
2905,533
2906,534
2907,534
2908,534
2909,535
2910,535
2911,535
2912,535
2913,535
2914,535
2915,535
2916,535
2917,535
2918,536
2919,536
2920,536
2921,536
2922,536
2923,537
2924,537
2925,537
2926,537
2927,538
2928,538
2929,538
2930,538
2931,539
2932,539
2933,539
2934,539
2935,539
2936,539
2937,539
2938,540
2939,541
2940,541
2941,541
2942,542
2943,542
2944,542
2945,542
2946,542
2947,542
2948,543
2949,543
2950,543
2951,543
2952,543
2953,543
2954,543
2955,543
2956,543
2957,544
2958,544
2959,544
2960,544
2961,544
2962,544
2963,544
2964,544
2965,545
2966,545
2967,546
2968,546
2969,547
2970,547
2971,547
2972,547
2973,547
2974,547
2975,547
2976,547
2977,547
2978,548
2979,548
2980,549
2981,549
2982,549
2983,549
2984,549
2985,549
2986,549
2987,549
2988,549
2989,549
2990,550
2991,550
2992,551
2993,551
2994,551
2995,551
2996,551
